trial_dir,trial_slug,filename,size_bytes,ext,date_tag,sha256,role,domain,n_rows,n_cols,sheet_count,error,preamble
10013-clinical,10013,Appendix_A.xlsx,44051,xlsx,,cdc28638b53a4a35e3b922ff28a00b9508531d6bedd1d1dda2566603730f0640,appendix,,257,9,3,,
10013-clinical,10013,CIDC_Annotation.xlsx,73956,xlsx,,adbefb280f577f89d83f0bb88517f2994cc3b006adbb78058e16ff2c4dd64a02,cidc_annotation,,17,9,1,,
10013-clinical,10013,CIDC_Annotation_090123.xlsx,74402,xlsx,,fb6de97d5334123731b1aed1d0868b05c7d61d64d12d06382ecb63eb549cf535,cidc_annotation,,18,9,1,,
10013-clinical,10013,CIDC_Annotation_2024-11-08.xlsx,74611,xlsx,2024-11-08,421f6b1821d3fe1cd5724785c436fe96c843586cafa7eb30abc58ba7a4454850,cidc_annotation,,20,9,1,,
10013-clinical,10013,DataDictionary.xlsx,15185,xlsx,,739c68a48fceb6c4fbfa6c602f2ef529f662930d8b029633bdaa9d224d77b16c,data_dict,,167,9,1,,
10013-clinical,10013,DataDictionary_05112023.xlsx,23991,xlsx,05112023,dc6019e786f4c3b144175f1509b813a1ddee0c14a9571baf16c63d0447ebfef0,data_dict,,167,9,1,,
10013-clinical,10013,DataDictionary_10-8-2024.xlsx,25132,xlsx,,117ba8fcfa7612b91755be44d9149f938f94c2af35f8ee811decf779b2b0f3c0,data_dict,,185,9,1,,
10013-clinical,10013,additional_treatment_2023-05-22.csv,34098,csv,2023-05-22,2dd9983ad8b2b9b2e6f35d44ccee2cae9ac8af6a2d40af6f43c6588df4ae6c9c,domain,treatment,920,4,0,,True
10013-clinical,10013,additional_treatment_2023-09-13.csv,23466,csv,2023-09-13,6b41b9a778de698f281a65707d99851d98124a21a20c40b45d02fa0191825d88,domain,treatment,920,3,0,,True
10013-clinical,10013,adverse_event_2023-05-22.csv,203311,csv,2023-05-22,074533f6bdd48c1e182937a3d8fe5ef9b4b39e91ca0f513231ee6487464048b9,domain,adverse_event,2373,13,0,,True
10013-clinical,10013,adverse_event_2023-09-13.csv,167198,csv,2023-09-13,0a98cb4c791a1802106404245a9f627334a18502531648374b3c60b8aa909dab,domain,adverse_event,2373,12,0,,True
10013-clinical,10013,comorbidity_2023-05-22.csv,17594,csv,2023-05-22,f83895c84d731fc772a49304d0a688ba3bdb4b8bb70ef26f8bc0aa9cab4f8163,domain,history,271,4,0,,True
10013-clinical,10013,comorbidity_2023-09-13.csv,14785,csv,2023-09-13,3b7c31da99afe5060146f83a8c73f425f973b44d8d2771030c992f33f5929f73,domain,history,271,3,0,,True
10013-clinical,10013,demographics_2023-05-22.csv,3960,csv,2023-05-22,bd0f1acad305f6940dbd78c160779406f94fcf51090704f08dfa0f937e14ebfc,domain,demographics,67,13,0,,True
10013-clinical,10013,demographics_2023-09-13.csv,3207,csv,2023-09-13,c22e914e205d748086f88eafcd58e6b35dbd9ae1135b18814694b8d363c149f0,domain,demographics,67,12,0,,True
10013-clinical,10013,disease_2023-05-22.csv,6863,csv,2023-05-22,38a3c6df2b428f95880e4540b3a7ea227d326b6031b47613f413dbd8abb0cf7e,domain,disease,67,11,0,,True
10013-clinical,10013,disease_2023-09-13.csv,6180,csv,2023-09-13,18acf378ebff72b3d17728777e01c1a7c8b30cc1d0658a996e54d59dad7dac72,domain,disease,67,10,0,,True
10013-clinical,10013,history_2023-05-22.csv,2323,csv,2023-05-22,8a3a63d37b12b094fb9f051baeaed46451b327525899679816a799cd406003b0,domain,history,67,9,0,,True
10013-clinical,10013,history_2023-09-13.csv,1638,csv,2023-09-13,a18ee27a2a1a5cbebfe027013b2982f94010021c1b04c0ccced5076b9991eb59,domain,history,67,8,0,,True
10013-clinical,10013,history_description_2023-05-22.csv,5593,csv,2023-05-22,d286874b037b1b0a95cc86e298e533edb061ffe96091734fb9024b88f661c812,domain,history,120,4,0,,True
10013-clinical,10013,history_description_2023-09-13.csv,4364,csv,2023-09-13,e4f6b232a6078d88e25f7c7d934452db08777647b8844e081e59c34a96ef2d30,domain,history,120,3,0,,True
10013-clinical,10013,molecular_features_2023-05-22.csv,3182,csv,2023-05-22,57f2b40ab524de29eaca1129cf94eca88aac013b7ee88a66b37838e253003606,domain,molecular,67,5,0,,True
10013-clinical,10013,molecular_features_2023-09-13.csv,2493,csv,2023-09-13,7e3d1eaf000aa93a20fe0a0161444be2e4375ade06c696faa9c4535d5934fa93,domain,molecular,67,4,0,,True
10013-clinical,10013,pd_l1_menopausal_brca_nodal_statuses_2024-11-07.csv,5047,csv,2024-11-07,652a2650d63e52d689d3f1c710cedaaf84f7f93141a9f029176094d947eacfa6,domain,molecular,67,6,0,,True
10013-clinical,10013,response_2023-05-22.csv,12299,csv,2023-05-22,89fa900adad03861be1f10fc1829f72d951c379452e22cb9a75713ba4eb861c0,domain,response,67,12,0,,True
10013-clinical,10013,response_2023-09-13.csv,12284,csv,2023-09-13,34725016a4cedf17c9671a4970abc3354e372ce33ecd23f287fd9c159649be42,domain,response,67,12,0,,True
10013-clinical,10013,response_updated_2024-11-07.csv,11569,csv,2024-11-07,cb95b0ad28ccd654ff5f2bc6b16a55e5b1a59f91efcd541966dc96cb659ff6d9,domain,response,67,11,0,,True
10013-clinical,10013,specimen_collection_2023-05-22.csv,57172,csv,2023-05-22,121eb2946c8126a8023c1b4463147557a948f9b95fe74f5415bfc6633b6f129f,domain,sample_collection,896,6,0,,True
10013-clinical,10013,specimen_collection_2023-09-13.csv,46305,csv,2023-09-13,fe6613d4121fbaca6a02aebbadec1f2a635e01703dfb0af62e9aaeecded3c84c,domain,sample_collection,896,5,0,,True
10013-clinical,10013,treatment_2023-05-22.csv,4787,csv,2023-05-22,c7a99d17001afe63f33fd0ec9d72bdc3a0290cbbcbc1eddf7ed1b5912b0d5a93,domain,treatment,67,8,0,,True
10013-clinical,10013,treatment_2023-09-13.csv,4101,csv,2023-09-13,b30f57a150be76b4b0f63e2315af3311ebf9aad4d3b02f0725a11c40ca2e726e,domain,treatment,67,7,0,,True
10013-clinical,10013,treatment_dose_2023-05-22.csv,79316,csv,2023-05-22,0826dae01b1dbd583d70461390a9f9f7609274591d02c7fa0d42c37462d1550e,domain,treatment,1137,11,0,,True
10013-clinical,10013,treatment_dose_2023-09-13.csv,63651,csv,2023-09-13,548d872a718d23a2dec1f5107ed3a83afa485b69d4436cfa7badc55883b1e2b4,domain,treatment,1137,10,0,,True
10021-clinical,10021,10021_AdverseEvents_Colon.2023-06-20.csv,3820,csv,2023-06-20,989a44a5e0fcff75f06b8f341dcc1883e50eb7236aa07c069b362b40f3cafcf6,domain,adverse_event,57,8,0,,True
10021-clinical,10021,10021_AdverseEvents_NSCLC.2023-06-20.csv,6353,csv,2023-06-20,2ee5f0c2b4df529f620b53c46635b4a299b61cca89c9582a968424b87b4536b4,domain,adverse_event,98,8,0,,True
10021-clinical,10021,10021_AllPatientData.2023-06-20.csv,22159,csv,2023-06-20,e29d3f331649fc9e64c0952fa53d3f1d3dab44c5bf417a4e91261ff125ed7fae,unknown,,97,33,0,,True
10021-clinical,10021,10021_AllPatientData.documentation.csv,1162,csv,,3c35c68d243fafca8c58531aac4205b287702c6df6c4677de98865ee4c3795d9,unknown,,12,1,0,,True
10021-clinical,10021,10021_Variable_Definitions.docx,25475,docx,,69a8cca0568c8355773719fb5356ffe536d6133b232b8363358fc0fe15b5e6f3,data_dict,,0,0,0,,
10021-clinical,10021,10021_days_to_collection_event.2023-06-20.csv,51926,csv,2023-06-20,647813a4b8e00055a2fb974787ce67b5ccb6247ac18b2e42e05b7c04f14502a8,domain,sample_collection,729,9,0,,True
10021-clinical,10021,CIDC_Annotations_10021_20230323.xlsx,9834,xlsx,20230323,751dbcb74759e1d55c0053e4c0c36fde1b1d3a7a8f7b15591e77e6e66014916c,cidc_annotation,,5,8,1,,
10026-clinical,10026,CIDC_Annotations_042824.xlsx,181245,xlsx,,395b90a454de061a070044f84665eac66866c203c606dbac4dfe83a870c90b29,cidc_annotation,,160,20,3,,
10026-clinical,10026,Data_Dictionary.xlsx,23129,xlsx,,ceb158fcc758ece014b9c0a205c9c4c707723731b243f5a9a8a8b4b7ca0c77d4,data_dict,,197,9,1,,
10026-clinical,10026,ID_linkage.xlsx,12687,xlsx,,b789a287e46af284db7252540bf01ecd558b74780b6b4cb54c423e4a5f943cb0,domain,id_linkage,97,4,1,,
10026-clinical,10026,additional_treatment_04282024.csv,76673,csv,04282024,8e78784f8eb0c6df2e6c53ae6ac87a28912a4ca9684fbab0356224399a074ddb,domain,treatment,2243,5,0,,True
10026-clinical,10026,adverse_event_04282024.csv,175135,csv,04282024,e9aee8a294b2c28b155c22f3fe208e8b8789c46c4e449b973ae595e25cfadc00,domain,adverse_event,1883,15,0,,True
10026-clinical,10026,comorbidities_04282024.csv,21421,csv,04282024,c746a90d5a528ab3034757b84b41c38528d75d9ff82549a5fd30eeca2cc54395,domain,history,367,4,0,,True
10026-clinical,10026,demographics_04282024.csv,4571,csv,04282024,eb0517351bb3339817a3b4839ab0a5cdb3507cd6b514306cf0a7b02c45cfc39a,domain,demographics,54,12,0,,True
10026-clinical,10026,disease_04282024.csv,5730,csv,04282024,0b8440837f660003dfe6545744067d5ff4ac1b48ee0ac24d4e803ed3f0375aef,domain,disease,54,10,0,,True
10026-clinical,10026,gvhd_post_enrollment_04282024.csv,3107,csv,04282024,7ef7cb5b2f21bb268216512f45deadbd65cef499e4a708b42aa11c2cfd2819d2,domain,arm_enrollment,78,10,0,,True
10026-clinical,10026,history_04282024.csv,2402,csv,04282024,1c0eedec42ac48107ef9ee039cccfe6cd309ed8a9506d1ee29983e9017dbcbcb,domain,history,54,11,0,,True
10026-clinical,10026,history_description_04282024.csv,19596,csv,04282024,e7851a5cef3a5ebd6807bf8a77a9db9cbf6c8eb4a2a197359c48f07c2eaf2b76,domain,history,270,6,0,,True
10026-clinical,10026,molecular_features_04282024.csv,8393,csv,04282024,2b2e1f61cc0e67d3f0806a1396d5d586c7cdb221316b413de80ba54ec0b5773d,domain,molecular,53,14,0,,True
10026-clinical,10026,response_04282024.csv,8638,csv,04282024,484101b86fe2eef0e206c4922a4e4c7bd6a3786da80632252d555bfb5d1280d4,domain,response,48,22,0,,True
10026-clinical,10026,treatment_04282024.csv,3835,csv,04282024,3e8fb20ef7e1316655162aac9b960e0561fe64a081726e526c08d6c3b9442338,domain,treatment,48,9,0,,True
10026-clinical,10026,treatment_dose_04282024.csv,108608,csv,04282024,988b0d520d0a0780f02cf2e88d34a7de48728c0c2da31be4cd3e7a6da1e301f9,domain,treatment,1385,10,0,,True
10104-clinical,10104,10104_adverse_events.2023-04-04.csv,429160,csv,2023-04-04,8969b5970b54aee13331863c7d1a289cb9129a44e0e19587eedbdb955f13d3a9,domain,adverse_event,6604,8,0,,True
10104-clinical,10104,10104_armaandb_enrollment_assignment.2023-04-04.csv,1582,csv,2023-04-04,7b522e5df37f6412cd08deb100bb283d86a389a5c79469681cd222e2659e6a0e,domain,arm_enrollment,55,5,0,,True
10104-clinical,10104,10104_armaandb_msi_status.2023-04-04.csv,2904,csv,2023-04-04,606fdc5746b7c2f87e38d2c86c3d9e15e375cc055fd554b41ffff78949b0262d,domain,molecular,55,5,0,,True
10104-clinical,10104,10104_armaandb_response_pfsos_treatment_update.2023-04-04.csv,8931,csv,2023-04-04,38dc8b970130f36808ebfae9c0b9e583a81d05b26626f56cc50f396ccfa216e5,domain,response,55,24,0,,True
10104-clinical,10104,10104_armc_response_pfsos_treatment_update16mar2023.2023-04-04.csv,5360,csv,2023-04-04,b0b7c2c70332519aa8d591cd2221a3f04ab6aa10339a7647f189582b3b9b7c63,domain,response,31,24,0,,True
10104-clinical,10104,10104_armc_subgroup.2023-04-04.csv,1122,csv,2023-04-04,36c239d1e7f88ae0cbd6c0a9a88d6f504977287187b2d7c9e8748c504bc5034a,domain,arm_enrollment,31,5,0,,True
10104-clinical,10104,10104_baseline_medical_history_nophi.2023-04-04.csv,56572,csv,2023-04-04,535791776dc840464b1477fe8059a81a80f2f2e3b19ce3f22fd651b10e168cce,domain,history,1404,4,0,,True
10104-clinical,10104,10104_cimac_samples_rw_caculated_days.2023-03-23.csv,40276,csv,2023-03-23,8bcc9879503362a9b53d72264e8b6bb2b0b3270b2f109a55745a7d2b82110f1a,domain,sample_collection,449,11,0,,True
10104-clinical,10104,10104_clinical_10104_armaandb_msi_status.2023-04-04.csv,2901,csv,2023-04-04,0c0df095de02006a4e9f6811f0382e892c92c28b9b43991d8e2b63c88a39e8b1,domain,molecular,55,5,0,,True
10104-clinical,10104,10104_clinical_10104_clinical_CIDC_Annotations_10104_20230828.xlsx,75194,xlsx,20230828,8dd7f3cafacd89e3a702cf07c5b47b94d2f3bc5c8402f9a55d03994004206c01,cidc_annotation,,27,8,2,,
10104-clinical,10104,10104_clinical_CIDC_Annotations_10104_20230810.xlsx,72250,xlsx,20230810,6f47bf2bc6c7bad175c27a3864fb0d2b681aa76c9183634748c5fce5b77f36f9,cidc_annotation,,19,8,1,,
10104-clinical,10104,10104_clinical_CIDC_Annotations_10104_20230828.xlsx,75383,xlsx,20230828,e99fc3fcf288e37a784dd46737a43095a92790fcc73f3d13fb3ae42872476db3,cidc_annotation,,28,8,2,,
10104-clinical,10104,10104_clinical_arm_c_msi_status.03262024.csv,669,csv,03262024,5a73ab0f3edd869d10b4dc6465ad40e7bb0a3e692ffdf73d5615c5d57778ca16,domain,molecular,35,2,0,,False
10104-clinical,10104,10104_clinical_armc_response_pfsos_treatment_update16mar2023.03262024.csv,4829,csv,03262024,a9b4d91c2d066605a30d71e218f1098f1917905b77d2107351269307c0616c20,domain,response,32,23,0,,False
